job_id,title,company,location,description,source,job_uid,dedup_key
1002499,data engineer h/f h/f,non renseigné,75 - paris,"Profil recherchéDiplôme Bac&amp;amp;#43;5 / Ingénieur en informatique, data ou équivalent4 ans d'expérience minimum en Data EngineeringAisance technique sur les architectures Cloud &amp;amp;amp; Big DataBon niveau d'anglais professionnelGoût pour la collaboration, la qualité du code et l'innovationAvantages AFD.Tech part of AccentureAccompagnement personnalisé dès ton 1er jour (Talent Manager &amp;amp;#43; Manager, onboarding, déjeuner offert)Formations techniques &amp;amp;amp; certifications via le catalogue AccentureMobilité interne encouragéeTeam E-sport (League of Legends Corpo Riot X Vitality, coachée par Yellowstar)Rémunération selon profil &amp;amp;#43; prime de participation &amp;amp;#43; prime vacances &amp;amp;#43; tickets restaurantÉvénements réguliers, ambiance familiale et communauté activeEngagement inclusion &amp;amp;amp; diversité, postes ouverts aux personnes en situation de handicap",france_travail,france_travail_1002499,data engineer h/f h/f | non renseigné | 75 - paris
0987261,lead data engineer gcp (f/h) - massy (h/f),non renseigné,91 - massy,"Le saviez-vous ? Créateur de l'hypermarché, Carrefour reste fidèle à ses racines tout en se réinventant pour permettre à chacun de mieux manger : plus sain, plus local, plus responsable. Leader mondial de la distribution, nous sommes engagés pour la diversité, la RSE et la transformation digitale, tout en créant un environnement de travail inclusif et stimulant. Nos atouts pour y parvenir ? Un réseau multi format, multi métiers avec des collaborateurs passionnés, qui s'engagent, pour réussir la transition alimentaire pour tous. Carrefour recherche pour sa Direction E-Commerce basée à Massy (91) un : Lead Data Engineer GCP (F/H) Au sein de la direction Data E-commerce, vous occupez un poste stratégique : vous êtes le garant de la fiabilité et de la performance des données qui irriguent tout l'écosystème. Votre mission consiste à concevoir et industrialiser les tables finales qui alimentent IRMA - notre plateforme de pilotage utilisée par plus de collaborateurs (Siège et Magasins) - ainsi que l'ensemble des outils data du Groupe consommant de la donnée E-commerce. Vous ne maintenez pas seulement des flux : vous bâtissez la source de vérité unique pour le business, tout en projetant notre architecture vers les futurs enjeux d'alerting proactif et d'intelligence agentique. ?Vos missions Build & Scalability : Propulser et industrialiser nos architectures de données sur GCP. Votre défi : transformer l'existant en un écosystème ultra-robuste et ""cost-efficient"" (Dataform, Cloud Composer/Airflow), capable d'absorber une volumétrie e-commerce massive tout en optimisant chaque ligne de coût Cloud.Sanctuarisation de la donnée : Devenir le garant de la donnée en déployant une stratégie de Gouvernance de pointe (Data Quality, Lineage, Cataloging). Vous ne faites pas que de la documentation : vous créez un environnement où la donnée e-commerce est certifiée, transparente et sécurisée pour l'ensemble du Groupe.Leadership Transverse & Mentoring : Piloter les chantiers d'architecture majeurs en interface avec les équipes Plateforme et la Digital Factory. En tant que référent technique, vous assurez la cohérence du SI et menez le mentoring des ingénieurs pour élever les standards de développement du département.Innovation & Proactivité : Inscrire le système dans une démarche d'amélioration continue. Vous repoussez les limites de performance de BigQuery et perfectionnez nos stratégies d'alerting (Sifflet) pour passer d'un mode réactif à une proactivité totale face aux enjeux business. ?Votre Profil Expérience : 5 à 8 ans minimum en Data Engineering Cloud, avec une maîtrise approfondie de l'écosystème GCP. Hard Skills : Expertise ""Power User"" sur BigQuery, Dataform et Cloud Composer (Airflow). Maîtrise avancée de SQL et Python. Engineering Culture : Sensibilité forte à la fiabilité des données et maîtrise des pratiques CI/CD (GitLab). Une expérience en environnement e-commerce est un véritable plus. Posture : Rigueur d'architecte, capacité à vulgariser des concepts complexes et leadership pour mener des chantiers transverses à l'échelle d'un grand Groupe. --- Notre environnement technique Stack : Google Cloud Platform (GCP Full Stack) Stockage & Calcul : BigQuery, Cloud Storage, Cloud Run Orchestration : Cloud Composer (Airflow), Dataform CI/CD : GitLab / GitLab CI Observabilité : Sifflet Écosystème BI : Qlik Sense (IRMA), Looker Studio ?Informations complémentaires Contrat : CDILieu : Siège mondial du groupe Carrefour, Massy, FranceStatut : CadreIntéressement et participationTélétravail : Possibilité de bénéficier d'un jour de télétravail Mutuelle / prévoyanceRemboursement des frais de transport à hauteur de 50%% de remise sur achats avec la carte PassUn comité d'entreprise dynamique et de perspectives d'évolution au sein du Groupe CarrefourVous aurez accès aux infrastructures du campus (salle de sport, conciergerie, drive, parking et restauration)Carrefour s'engage pour la santé et le bien-être de ses collaborateurs en leur proposant différents services : une solution gratuite pour faire du sport grâce à l'application Gymlib. Chez Carrefour, nous avons à cœur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble. Nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations",france_travail,france_travail_0987261,lead data engineer gcp (f/h) - massy (h/f) | non renseigné | 91 - massy
0985074,data engineer et cheffe/chef de projet data (h/f),non renseigné,73 - barberaz,"Vous souhaitez contribuer à la production de la 1ère des énergies renouvelables française : l’électricité issue des barrages et centrales hydroélectriques ?Vous recherchez une activité pleine de sens et de challenges ? Alors rejoignez, la Direction Numérique d'EDF Hydro. Cette Direction dynamique et innovante est responsable du maintien et de l’évolution du SI de la production hydraulique avec comme enjeu de faire du SI un levier de performance et d'efficacité.Au sein de cette direction, vous intégrerez le service SI Technique et Scientifique (STS) qui compte une quinzaine de salariés. STS est notamment responsable de la performance du SI lié aux activités d’ingénierie et de la plateforme data d’EDF Hydro.Le service souhaite renforcer son équipe Data avec un profil capable de concevoir des architectures data robustes tout en pilotant des projets data transverses. Le Data Engineer / Chef de projet Data est garant de la bonne exécution des projets data, depuis l’expression du besoin métier jusqu’à la mise en production. En tant que Data Engineer, vous êtes en charge :· De définir le cadre technique des outils de collecte, stockage et traitement de la donnée, en conformité avec les briques proposées par la Plate-forme Data Groupe.· De définir les bonnes pratiques de développement et de s’assurer qu’elles sont respectées· D’assurer l’exploitation et le monitoring des flux de données· De valider la conception technique des différentes évolutions· De développer et de documenter de nouveaux flux ou faire évoluer des fluxexistants· De challenger les développeurs externes sur le chiffrage et la réalisation deleurs développements· De suivre d’un point de vue technique la migration vers les briques de la Plateforme Data GroupeEn complément à cette activité principale, vous serez amené à piloter des projets de valorisation des données et vous serez notamment en charge de :· Recueillir et analyser les besoins métiers· Cadrer les projets data (objectifs, périmètre, planning, budget, risques)· Piloter les projets de bout en bout (build et run)· Coordonner les différents intervenants (équipes IT, data analysts, métiers,prestataires)· Garantir le respect des délais, des coûts et de la qualité des livrablesLe poste sera situé soit à La Motte-Servolex (73) ou Saint Martin de Vinoux (38).Vous disposez d'une expérience SI de 5 ans minimum en tant que data engineer au sein d’une équipe de développement ainsi qu’une expérience significative en pilotage de projets Data.Vous faites preuve de leadership et de capacité à travailler de manière collaborative en mode Agile. Vous avez d’excellente capacités de communication et vous êtes organisé, rigoureux et autonome dans vos activités.Vous avez la capacité à prendre du recul sur les architectures, les solutions et une capacité de vulgarisation, de synthèse vous permettant d’être force de proposition auprès de vos collègues.Vous avez des connaissances sur les technologies suivantes :· Langages : Python, SQL (impératif), éventuellement Scala ou Java· Bases de données : PostgreSQL, MySQL, bases analytiques (BigQuery, etc.)· Outils de traitement de données : Spark· Environnements cloud : AWS ou GCP· Concepts data : ETL/ELT, modélisation de données, data quality, data lineage· Outils de versioning et CI/CD : Git, pipelines automatisés· Notions de sécurité et de conformité des données (RGPD apprécié)· Méthodologies : Agile / Scrum / Kanban· Capacité à formaliser des besoins fonctionnels et techniques· Animation d’ateliers et de réunionsEn nous rejoignant, vous bénéficierez :o d’un job varié et intéressant dans une équipe à taille humaineo de la possibilité de télétravailler 2 jours par semaineo d’un package global de rémunération attractif avec :- un salaire fixe sur 13 mois qui devrait être compris entre 46 et 58 k€ (selonvotre diplôme et votre expérience) auquel s'ajoute le variable (prime individuelle et collective)- l'intéressement et le bonus collectif- les tarifs préférentiels pour l'électricité et le gaz- les avantages familiaux (prime mariage, naissance, sursalaire, aide aux études des enfants, jours de congés pour événements familiaux, …)o d’une formation spécifique à votre prise de poste et tout au long de la carrièreo de réelles perspectives d'évolutions professionnelles au sein du Groupe EDF. Dans le groupe EDF accueillir des personnes en situation de handicap fait partie de notre ADN. Notre objectif est d’ouvrir nos portes à toutes les compétences, toutes les énergies et toutes les personnalités sans exclusion. Le poste proposé est donc ouvert à toutes et à tous.",france_travail,france_travail_0985074,data engineer et cheffe/chef de projet data (h/f) | non renseigné | 73 - barberaz
0975484,data engineer / analytics engineer - modern data & ia - h/f,externatic,44 - saint-aignan-grandlieu,"L'entreprise accompagnée et les missions: L'entreprise Groupe international de référence dans la distribution de solutions professionnelles (hygiène, EPI, catering), implanté en France depuis plus de 20 ans à travers un réseau de filiales sur l'ensemble du territoire. Près de 2 100 collaborateurs, un ancrage local fort (60aine de sites sur le territoire), et un siège basé en région nantaise. La DSI France joue un rôle central dans la transformation du groupe : digitalisation des process commerciaux, modernisation du SI, migration vers le cloud, et montée en maturité data. Ce n'est pas un chantier en démarrage (les fondations sont posées) mais le plus structurant reste à construire, notamment autour de la data et de l'IA. C'est dans ce contexte que s'inscrit ce recrutement : renforcer une équipe data à taille humaine, avec une vraie ambition de faire converger BI, Data Engineering et intelligence artificielle au service des métiers. Le poste Vous rejoignez une équipe Data structurée en deux pôles complémentaires (BI Engineering et Data Engineering) avec une volonté affichée de les faire converger. Votre rôle s'inscrit dans cette dynamique : profil à dominante Data Engineering / Flux, vous montez progressivement en ownership sur les sujets BI et IA. Concrètement : - Maintenir et fiabiliser le SI décisionnel actuel (support N2/N3, optimisation des traitements) - Gérer et urbaniser les flux avec Talend (DI/ESB), en sortant d'une logique point-à-point pour aller vers un SI cohérent et scalable - Contribuer à la plateforme data moderne : modélisation Snowflake, transformations DBT, datawarehouse (en collaboration avec le pôle BI Engineering) - Construire et porter des use cases IA pour les métiers (commerce, finance, logistique) : pipelines RAG, agents IA, enrichissement intelligent des données, avec une vraie latitude pour proposer et tester Ce dernier point est structurant : on ne cherche pas quelqu'un qui suit une feuille de route IA, mais quelqu'un capable de la co-construire. Environnement technique : Talend (DI / ESB), API REST, Snowflake, DBT, Power BI, SQL, Azure, IA / LLM (LangChain, RAG, Vector databases, services cloud IA ...), Infor M3, Git, CI/CD data Profil: Vos atouts Au moins 3 ans d'expérience sur des environnements data, avec un socle solide en : - SQL avancé, modélisation, datawarehouse - Modern Data Stack : Snowflake, DBT - Intégration : Talend ou équivalent - Dataviz : Power BI ou similaire Au-delà des technos, ce qui fera la différence : une vraie curiosité pour l'IA (LLM, LangChain, vector stores), la capacité à parler aussi bien aux équipes métiers qu'aux architectes, et l'envie de s'impliquer dans des sujets structurants et pas juste d'exécuter des tickets. Avantages: Conditions de travail - Localisation : Saint-Aignan-Grandlieu - Rémunération : fixe autour de 50K + bonus individuel d'environ 4K - Avantages intéressants : Tickets Restaurants + mutuelle prise en charge à 70% + CSE intéressant - 5 semaines de congés payés + 8 jours de repos supplémentaires - Télétravail 1 jour / semaine Le process (rapide et efficace !) RDV avec Hadrien d’Externatic Entretien avec Manager + DRH Entretien avec DSI + Directeur Projet BI Groupe",france_travail,france_travail_0975484,data engineer / analytics engineer - modern data & ia - h/f | externatic | 44 - saint-aignan-grandlieu
0972862,data engineer (databricks /azure) (h/f),non renseigné,39 - châtillon,"Le Groupement Les Mousquetaires, ce sont 7 enseignes de la grande distribution portées haut et fort par plus de chefs d'entreprise indépendants ! Ce sont aussi collaborateurs mobilisés autour de notre modèle unique de producteurs et commerçants. Et nous en sommes fiers ! Dans toutes les fonctions au service des points de vente, de la logistique à l'immobilier, en passant par l'industrie agroalimentaire ou l'informatique, nos équipes font nos succès.Rejoindre la Stime c'est contribuer à des projets à fort enjeu et être challengé dans ses missions au sein d'un environnement dynamique.Notre volonté est d'ouvrir le champ des possibles et permettre à chacun de se réaliser. La Stime met donc en place un management qui favorise l'élaboration de solutions en commun, en s'appuyant sur des pratiques agiles.Alors, prêts à relever ces défis avec nous ? Contexte&#xa0; Au sein de la Direction des SI Mutualisés, l'équipe DataLab intervient sur les périmètres Data et Analytics, dans le cadre du programme de transformation du SI du Groupement Les Mousquetaires.Vous intégrerez la Data Factory, un dispositif réunissant les équipes Data de la Stime et des métiers. Sa mission : concevoir et déployer des produits Analytics innovants destinés aux fonctions support, aux équipes logistiques, aux magasins, ainsi qu'aux consommateurs.Après les premiers succès et des attentes de plus en plus fortes, nous passons désormais à l'échelle avec une nouvelle organisation Agile en Domaine/Tribu/Squad et la nécessité d'industrialiser nos pratiques pour accélérer la livraison des produits, tout en capitalisant mieux sur le patrimoine de données constitué.Vous rejoindrez l'une de nos squads, en charge du développement de cas d'usage BI, Analytics et Data Science sur notre plateforme Data Cloud Azure/Databricks.Le contexte vous plaît ? Découvrez votre quotidien au sein de votre future équipe.En tant que Data Engineer, vous interviendrez sur le cycle complet de création de produits Data :Conception &amp; AnalyseParticiper aux ateliers de définition et de maturation des besoins avec les Product Owners et les métiers.Développement &amp; IntégrationConstruire des pipelines Data pour la collecte, la transformation et le traitement des données dans notre Data Lake Azure.Développer des notebooks de traitements avancés sur Databricks (langues&#xa0;: SQL, Scala ou PySpark).Concevoir et modéliser les données au sein du Data Lake (formats Parquet, Delta).Qualité, CI/CD &amp; DocumentationRéaliser les tests unitaires, d'assemblage et d'intégration.Rédiger la documentation technique (DAT, release notesli>Préparer les packages de livraison en CI/CD en lien avec les équipes DataOps.Run &amp; Amélioration ContinueAssurer la maintenance corrective et évolutive des produits data développées.Participer aux cérémonies Agiles (Sprint Planning, Daily, Review, Demoli>Contribuer à l'animation de la communauté Data : groupes de travail, meetups (Microsoft, Databricks.), partages de bonnes pratiques. Côté RHEn intégrant la Stime, vous pourrez bénéficier des avantages suivants :Accord d'entreprise sur le télétravail13ème moisPrime VacancesAccord d'intéressementRestaurant d'entreprisePour faciliter la qualité de vie au travail de l'ensemble de nos équipes, nous proposons un service de conciergerie disponible même à domicile pour les journées en télétravail, une possibilité de Coworking dans divers espaces en Ile-de-France, une cantine dont la qualité fait moins regretter le télétravail, une salle de sport, et des locaux tout neufs, fonctionnels avec possibilité de pauses café en terrasse pour les chaudes journées ensoleillées !De nombreuses formations sont proposées dès la prise de fonction pour favoriser l'apprentissage des nouvelles technologies, à la hauteur des projets ambitieux que connait la Stime.Notre process de recrutement est simple et efficace : il se résume à un entretien RH, suivi d'un entretien opérationnel avec le responsable de Pôle et le responsable de Domaine.&#xa0;« Chez les Mousquetaires, seules les compétences font la différence. Le Groupement s'engage activement en faveur de la diversité, en créant un environnement de travail inclusif qui garantit l'égalité des opportunités pour chacun(estrong>",france_travail,france_travail_0972862,data engineer (databricks /azure) (h/f) | non renseigné | 39 - châtillon
0962836,alternance data scientist/ ia engineer - paris (f/h) (h/f),non renseigné,75 - paris,"Au sein de la direction financière et plus particulièrement au sein du pôle Direction du Risque Financier Client, vous serez au cœur de la stratégie d'innovation de l'équipe ""Pilotage par la donnée"", vous contribuerez directement à la conception et au développement de nos solutions d'Intelligence Artificielle. Vous transformerez des problématiques complexes en modèles prédictifs à forte valeur ajoutée. Pour cela, vous serez amené(eDévelopper des modèles de Machine Learning : Participer à l'ensemble du cycle de vie d'un projet de Data Science, de l'exploration des données et du feature engineering jusqu'au déploiement et au monitoring du modèle en production. Appliquer des méthodes statistiques avancées : Mettre en œuvre des analyses statistiques et des tests d'hypothèses rigoureux pour valider la pertinence de vos approches. Collaborer à l'industrialisation : Travailler en étroite collaboration avec les profils MLOps/Data Engineers pour assurer la scalabilité et la robustesse de vos solutions (""Travail d'équipe / Collaboration transverse""). Innover et explorer : Assurer une veille active sur les nouveaux algorithmes et les nouvelles approches en IA pour ""faire autrement"" et proposer des solutions innovantes. Mesurer l'impact : Évaluer la performance de vos modèles non seulement sur des métriques techniques, mais aussi sur leur impact métier réel.",france_travail,france_travail_0962836,alternance data scientist/ ia engineer - paris (f/h) (h/f) | non renseigné | 75 - paris
0921036,data engineer h/f,e-si,30 - vézénobres,"RESPONSABILITÉS : En tant que Data Engineer, vous jouerez un rôle central dans l'exploitation et la valorisation des données. Votre mission : fournir à la direction des informations fiables, structurées et exploitables pour accompagner les prises de décisions stratégiques. Vous serez garant.e de la qualité, de l'intégrité et de la sécurité des données, tout en contribuant à la mise en place d'une gouvernance data robuste et alignée sur les objectifs du groupe. Vous évoluerez dans un environnement stimulant, multisectoriel, en plein essor digital. Ce que vous ferez • Gérer et structurer les données : superviser la collecte, le stockage et l'organisation des données internes et externes. • Collaborer avec les équipes métiers : RH, exploitation, commerce, finance... Vous recueillerez et prioriserez leurs besoins data. • Réaliser des projets BI : piloter ou contribuer à des projets stratégiques et en garantir la livraison dans les délais. • Fournir des analyses stratégiques : présenter des recommandations claires auprès des parties prenantes, dont la direction. • Sensibiliser et former : accompagner les équipes sur les bonnes pratiques et sur l'usage des outils data. • Effectuer une veille technologique : suivre les évolutions BI, data engineering, architectures data, outils de reporting. PROFIL RECHERCHÉ : Formation : Bac+5 en informatique, statistiques, mathématiques, économie ou équivalent. Expérience : Minimum 2 ans sur un poste similaire. Ce poste est fait pour vous si... ... vous maîtrisez la gestion et l'exploitation de bases SQL, les outils BI (Tableau, Power BI, Oracle BI), et les requêtes SQL (Oracle, SQL Server). ... vous avez une forte capacité à analyser de grands volumes de données et à en extraire des insights exploitables. ... vous faites preuve d'un esprit analytique aiguisé, d'autonomie et de rigueur. Votre futur environnement Vous rejoindrez une équipe conviviale de 4 personnes et collaborerez chaque jour avec les services transverses et opérationnels du groupe. À propos de vos avantages Les mêmes avantages que le poste Développeur, adaptés pour cohérence — car vous rejoignez la même équipe : • Carte Ticket Restaurant Edenred • Locaux modernes au siège du Groupe Capelle à Vézénobres • Possibilité de faire du sport à proximité (padel, footing, etc.) • Table de ping-pong à dispo • Café & thé à volonté Le process de recrutement – 3 étapes 1. L'entretien téléphonique Un premier échange avec Anaëlle ou Astrid de notre service recrutement. 2. L'entretien fonctionnel Rencontre avec le DSI et un membre de l'équipe pour évaluer vos compétences techniques. 3. L'entretien culturel Discussion avec Sarah, DRH, pour aborder les aspects logistiques/financiers et vérifier l'alignement culturel. Il est temps de postuler ! Ne reportez pas à demain : envoyez votre CV et devenez un acteur clé de notre transformation digitale",france_travail,france_travail_0921036,data engineer h/f | e-si | 30 - vézénobres
0920743,data engineer snowflake h/f,jems,13 - marseille 1er arrondissement,"RESPONSABILITÉS : Nous recherchons un(e) data engineer spécialisé(e) sur Snowflake capable de trouver des solutions innovantes et robustes à l'ensemble des problématiques Data. Vous aurez la charge de : • Participer à la conception et réalisation d'une solution Data depuis l'acquisition jusqu'à l'exploitation de la donnée en accompagnant la réflexion des directions métiers • Identifier, collecter et intégrer les données nécessaires à la résolution de problématiques métier et opérationnelles • Garantir la qualité des données en mettant en place les outils de mesure et de suivi adéquats en appliquant les règles de Data Gouvernance et de Data Management • Transcrire des besoins métier en règles de gestion data • Industrialiser le déploiement de vos réalisations à travers l'implémentation de tests unitaires, d'intégration et de non-régression PROFIL RECHERCHÉ : En tant que Data Engineer vous maîtrisez : • Le langage SQL • Un langage objet (Python, JAVA, Scala) • Un framework de calcul distribué • L'intégration continue (Git, JUnit, SonarQube, Jenkins) • Un cloud provider (AWS, GCP, Azure) ou une distribution Big Data (Hortonworks, Cloudera, Datastax) • Les concepts de la modélisation relationnelle et non-relationnelle Diplômé(e) d'une école d'ingénieur ou d'une université, vous justifiez d'au minimum 3 ans d'expérience professionnelle dans un contexte projet Data. Rigoureux(se), proactif(ve) et autonome vous restez en veille technologique et êtes force de proposition. Vous êtes capable de prendre de la hauteur et vous adapter aux enjeux du projet.",france_travail,france_travail_0920743,data engineer snowflake h/f | jems | 13 - marseille 1er arrondissement
0895012,alternance – data engineer – services financiers – data factory -nantes (h/f),non renseigné,44 - nantes,"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 50000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative.Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.The world is how we shape it**Le monde est tel que nous le façonnonsDescription du posteVous intégrez un service « Pilotage & Reporting », et plus particulièrement la squad « Reporting », composée de Business Analyst et Développeurs Data ETL qui est en charge de l’application qui produit les rapports et les indicateurs métiers permettant aux services métier de piloter leur activité au quotidien.Votre rôle et vos tâches :Intégré(e) au sein de notre Data Factory de plus de 120 Data Ingénieurs, vous contribuez à un projet Big Data, et intervenez en tant que référent technique pour un de nos Grands Comptes.A cette occasion vous serez amené(e) à :Apporter votre expertise et votre expérience à votre équipe lors des phases de conception et développement ;Définir et implémenter des solutions d'ingestion, de préparation, de stockage, de calcul et d'exposition - sur l'ensemble du pipeline de données ;Proposer des idées d’amélioration continue à votre client et à votre équipe - revue de procédures, mise en place de nouveaux outils dans le cadre de livraison, test ou qualimétrie ;Concevoir et développer des solutions complexes ;Industrialisation, mise en place de CI/CD ;Accompagner vos collaborateurs dans leur montée en compétence au sein du projet ;Vous êtes membre actif de la communauté Data Sopra Steria ;Vous maintenez vos compétences en suivant les parcours de certification avec nos partenaires Editeurs et Cloud Provider.Environnement technique :Solutions du marché :ETL/ELT : Datastage, Talend, Informatica, SemarchyData Solution : Databricks, Snowflake, Cloudera, BigQueryLangages :PySpark, Spark-Scala, Java-SparkPython, Shell, SQLPour les alternances sur plusieurs années, la tâche pourra évoluer, notamment vers travaux BigData réalisés par un autre service.Les apports de l'alternance :Appréhender le cycle du traitement d’un projet au forfait en centre de servicesAcquérir un savoir-faire fonctionnel, technique et méthodologiqueAcquérir une première expérience dans le domaine de la data et de la banque / assuranceAcquérir les premiers réflexes sur le reporting projet et l’amélioration continueTout au long de votre parcours, vous êtes accompagné(e) par votre tuteur(trice) afin d’accélérer le développement de vos compétences techniques et méthodologiques, de favoriser l’anticipation de la rédaction de votre rapport et la préparation de votre soutenance et finalement, de garantir le succès de votre alternance.Vous êtes formé(e) à nos process qualité et méthodes. Vous avez accès aux Communautés, à tous types de certifications et à nos plateformes de formation (e-learning, présentiel). Nous vous offrons la possibilité de capitaliser sur vos qualités professionnelles et personnelles, d'évoluer dans un environnement dynamique et convivial, sur des projets variés.Technologies utilisées : Spark, Spark UI, Kafka, Scala, hadoop, Hive/SQL, Oozie, Hue/HDFS, Ambari, GitLab, Jenkins, SonaQub, IntellJ, Eclipse, Nexus, Cloudera, Azure HD Insight, Informatica, Talend, Stambia, DataStage, SAS, DataIku, DataBricks, Qlik, SAP BI (BO), Power BI, Java, Python, RQualificationsAutonome, et force de proposition, vous êtes reconnu(e) pour votre rigueur, et vos qualités relationnelles. Au cours de votre cursus, ou d’un premier stage (ou alternance), vous avez acquis de bonnes bases en développement.Vous êtes curieux et en veille technologique continue.Nous recherchons des profils motivés, curieux, actuellement en recherche d’alternance BAC+5 (ou formation équivalente) pour la rentrée 2025.C'est tentant non ? Alors embarquez pour une belle aventure professionnelle et rejoignez Sopra Steria, labellisé « Happy Trainees » !Informations supplémentairesUn accord télétravail pour télétravailler jusqu’à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d’intéressement, des primes vacances et cooptation.Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.Plusieurs centaines",france_travail,france_travail_0895012,alternance – data engineer – services financiers – data factory -nantes (h/f) | non renseigné | 44 - nantes
0831570,data engineer (h/f),non renseigné,59 - lille,"Qui sommes-nous ? Nous sommes passionnés par les nouvelles technologies, et vous ? Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale. Pourquoi choisir Amiltone Amiltone, plus qu'une entreprise, un état d'esprit ! Notre objectif ? Votre épanouissement professionnel ! Nous avons à cœur de : Vous accompagner au mieux au travers d'un suivi personnalisé Vous faire monter en compétences en vous proposant des formations tout au long de votre carrière Comprendre vos besoins et respecter nos engagements Vous proposer des missions de qualité avec des technologies innovantes Cultiver votre potentiel grâce à notre programme de développement personnel Addvise Votre bien-être passe aussi par des activités extraprofessionnelles, c'est pourquoi nous vous proposons des séances sportives animées par nos coachs, soirées pour se retrouver et animations (à l'agence ou en visio), Gaming nights... Le poste : Vos missions ? Intégré(e) à nos équipes ou chez nos clients, vous contribuez à développer et valoriser l'ensemble des données en résolvant des problématiques business concrètes via les technologies liées à la Data A ce titre, vos missions seront les suivantes : - Concevoir et mettre en place des architectures de données en choisissant les technologies adaptées aux besoins. - Gestion des bases de données en garantissant la performance et la scalabilité des solutions de stockage. - Analyser et explorer les données avec les différents outils. - Mettre en place des tableaux de bord avec Power BI ou Tableau en exploitant les données transformées via Talend. - Interagir avec les équipes métier pour comprendre et les besoins. - Utiliser TALEND pour extraire des données depuis plusieurs sources (SQL, API, Excel ...). - Automatiser les processus ETL pour centraliser les données dans un Data Wrehouse (Snowflake). - Participation aux projets IA. Compétences requises : • ETL: Talend • Analyse de données (PowerBI, Tableau) • Base de données (SQL, GCP) • Langages: Python, SQL Profil recherché : Profil recherché Alors - Prêt à devenir Amiltonien ? N'hésitez pas à postuler si vous vous reconnaissez : - Diplômé d'un bac+3/+5 (Licence, école d'ingénieur ou master), vous avez 3 ans d'expérience en tant que Data Scientist/ Ingénieur. - Vous aimez découvrir de nouveaux contextes fonctionnels et comprendre les objectifs des applications que vous développez. - A l'aise dans une organisation agile, vous faites preuve de rigueur. Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation. Nos postes sont ouverts aux personnes en situation de handicap.",france_travail,france_travail_0831570,data engineer (h/f) | non renseigné | 59 - lille
